url,status,depth,redirect_to,content_type,title,title_len,meta_description,desc_len,h1,h1_count,h2_count,word_count,canonical,canonical_self,meta_robots,og_locale,lang,viewport,viewport_blocks_zoom,images_total,images_missing_alt,internal_links_out,external_links_out,raw_url_link_text,content_hash,shingle_hash,load_ms
https://adancorporate.com/en-uk/corporate-finance/startups-growth-capital.html,200,1,,text/html,Startups - Growth Capital | Adan Corporate,42,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1476,,no,,,en,"width=device-width, initial-scale=1",,10,0,219,11,0,c8aa19d6e842a0db,ae991dd13d24c378,367
https://adancorporate.com/en-uk/corporate-finance/fund-placement.html,200,1,,text/html,Fund Placement | Adan Corporate,31,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1443,,no,,,en,"width=device-width, initial-scale=1",,10,0,217,10,0,961725cb7735cedd,777be0704858bf52,412
https://adancorporate.com/en-uk/corporate-finance/government-grants.html,200,1,,text/html,Government Grants | Adan Corporate,34,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,230,18408,,no,,,en,"width=device-width, initial-scale=1",,5,0,205,264,0,db05313ca7c956f5,ff14164d71e0dfde,986
https://adancorporate.com/en-uk/corporate-finance/index-debt-financing.html,200,1,,text/html,Index - Debt Financing | Adan Corporate,39,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,634,,no,,,en,"width=device-width, initial-scale=1",,8,0,209,5,0,57278160dc71cd8c,dbe739872712a252,404
https://adancorporate.com/en-uk/corporate-finance/debt-financing.html,200,1,,text/html,Debt Financing | Adan Corporate,31,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2242,,no,,,en,"width=device-width, initial-scale=1",,17,0,240,16,0,0e4f2aebec17e191,c053953cccf4e52a,296
https://adancorporate.com/en-uk/corporate-finance/project-finance.html,200,1,,text/html,Project Finance | Adan Corporate,32,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2302,,no,,,en,"width=device-width, initial-scale=1",,15,0,240,16,0,2bf71ca310ed36a7,17933f6d7c358aa5,491
https://adancorporate.com/en-uk/corporate-finance/renewable-energy-financing.html,200,1,,text/html,Renewable Energy Financing | Adan Corporate,43,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2475,,no,,,en,"width=device-width, initial-scale=1",,14,0,220,13,0,fce74f9afe9d3364,58092af1d2beb10b,466
https://adancorporate.com/en-uk/corporate-finance/working-capital-and-trade-finance.html,200,1,,text/html,Working Capital and Trade Finance | Adan Corporate,50,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1862,,no,,,en,"width=device-width, initial-scale=1",,15,0,241,17,0,2af3fd293a34046e,a64fee2a5106eacb,2407
https://adancorporate.com/en-uk/corporate-finance/factoring.html,200,1,,text/html,Factoring | Adan Corporate,26,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1805,,no,,,en,"width=device-width, initial-scale=1",,12,0,237,13,0,906475578e54194c,10dccb23c984b9dc,607
https://adancorporate.com/en-uk/corporate-finance/invoice-discounting.html,200,1,,text/html,Invoice Discounting | Adan Corporate,36,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1886,,no,,,en,"width=device-width, initial-scale=1",,14,0,239,15,0,f8fa92bf4eaa1258,8895099a63e7fae2,634
https://adancorporate.com/en-uk/corporate-finance/index-other-categories.html,200,1,,text/html,Index - Other Corporate Finance Categories | Adan Corporate,59,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,633,,no,,,en,"width=device-width, initial-scale=1",,6,0,207,5,0,003d3e115d2520af,4ae7405789398ec8,309
https://adancorporate.com/en-uk/corporate-finance/special-situations.html,200,1,,text/html,Special Situations | Adan Corporate,35,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2156,,no,,,en,"width=device-width, initial-scale=1",,16,0,230,18,0,290b36f145a6986f,40f879c15e13373a,567
https://adancorporate.com/en-uk/corporate-finance/distressed-asset-management.html,200,1,,text/html,Distressed Asset Management | Adan Corporate,44,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2011,,no,,,en,"width=device-width, initial-scale=1",,16,0,230,18,0,9c24ea748251d0f6,145a61c03fb62edc,603
https://adancorporate.com/en-uk/corporate-finance/transformation-and-restructuring.html,200,1,,text/html,Transformation and Restructuring | Adan Corporate,49,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1816,,no,,,en,"width=device-width, initial-scale=1",,17,0,231,19,0,32f7d1bfb8d1e9d2,3c966e718a40332d,305
https://adancorporate.com/en-uk/corporate-finance/divestments-and-exit-planning.html,200,1,,text/html,Divestments and Exit Planning | Adan Corporate,46,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1969,,no,,,en,"width=device-width, initial-scale=1",,17,0,231,19,0,dfa730247f1ed710,c9fc918ef095250c,308
https://adancorporate.com/en-uk/corporate-finance/index-other-services.html,200,1,,text/html,Index - Other Corporate Finance Services | Adan Corporate,57,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,637,,no,,,en,"width=device-width, initial-scale=1",,9,0,210,5,0,986c22701a265147,6eda45350087cb51,316
https://adancorporate.com/en-uk/corporate-finance/transfer-pricing.html,200,1,,text/html,Transfer Pricing | Adan Corporate,33,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2044,,no,,,en,"width=device-width, initial-scale=1",,11,0,237,13,0,7841e3fb7ae821fa,aeca5ca2136bc7a2,285
https://adancorporate.com/en-uk/corporate-finance/credit-ratings-assistance.html,200,1,,text/html,Credit Ratings Assistance | Adan Corporate,42,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1311,,no,,,en,"width=device-width, initial-scale=1",,6,0,232,8,0,914320b5c7153f96,a49fd52f4f4df8fe,296
https://adancorporate.com/en-uk/strategy/devil-s-advocate-and-red-teaming.html,200,1,,text/html,Devil's Advocate and Red Teaming | Adan Corporate,49,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,2332,,no,,,en,"width=device-width, initial-scale=1",,9,0,206,8,0,603dc99002c5f875,83124c4c37986399,306
https://adancorporate.com/en-uk/strategy/pitch-preparation-king-s-speech.html,200,1,,text/html,The King's Speech - Pitch practice | Adan Corporate,51,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1774,,no,,,en,"width=device-width, initial-scale=1",,6,0,206,8,0,e91795ef9f75097c,abb89f710b7cfb48,361
https://adancorporate.com/en-uk/corporate-finance/investors-performance-enhancement.html,200,1,,text/html,Investor's Performance Enhancement | Adan Corporate,51,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,2390,,no,,,en,"width=device-width, initial-scale=1",,6,0,206,8,0,85d51239feb5b514,b319c8ca2006e2a6,309
https://adancorporate.com/en-uk/strategy/decision-facilitation.html,200,1,,text/html,Decision Facilitation | Adan Corporate,38,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1634,,no,,,en,"width=device-width, initial-scale=1",,7,0,206,8,0,25c19d9259b15deb,c2d594f4b64402f2,298
https://adancorporate.com/en-uk/corporate-finance/commercial-mediation.html,200,1,,text/html,Commercial Mediation | Adan Corporate,37,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1806,,no,,,en,"width=device-width, initial-scale=1",,9,0,206,8,0,2bd544e93612ddbf,e985f838fb5ae1bc,326
https://adancorporate.com/en-uk/m-and-a/index-m-and-a.html,200,1,,text/html,Index - Mergers and Acquisitions | Adan Corporate,49,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,5,679,,no,,,en,"width=device-width, initial-scale=1",,20,0,221,5,0,a65fa7cfcd8aedc4,1bdddae34fecea3e,291
https://adancorporate.com/en-uk/m-and-a/index-buy-a-business.html,200,1,,text/html,Index - Buy a Business | Adan Corporate,39,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,638,,no,,,en,"width=device-width, initial-scale=1",,9,0,210,5,0,96754b78c9f245e9,a2ae899ae1b18549,1144
https://adancorporate.com/en-uk/m-and-a/buy-a-business.html,200,1,,text/html,Buy a Business M&A Buy-side | Adan Corporate,44,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2319,,no,,,en,"width=device-width, initial-scale=1",,17,0,238,18,0,9dc3bbd1fef27e90,9c17f45cf2466a4b,365
https://adancorporate.com/en-uk/m-and-a/manda-synergies.html,200,1,,text/html,M&A Synergies | Adan Corporate,30,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2305,,no,,,en,"width=device-width, initial-scale=1",,17,0,238,18,0,ca4c669bdd487e6c,ae0eaeca656138c8,363
https://adancorporate.com/en-uk/m-and-a/mbos-and-mbis.html,200,1,,text/html,MBOs and MBIs | Adan Corporate,30,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1951,,no,,,en,"width=device-width, initial-scale=1",,10,0,231,11,0,0ce8343a79b8adb7,83f746936acaacf7,286
https://adancorporate.com/en-uk/m-and-a/leveraged-buy-outs-lbos.html,200,1,,text/html,Leveraged Buy-Outs (LBOs) | Adan Corporate,42,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1907,,no,,,en,"width=device-width, initial-scale=1",,15,0,235,15,0,525b5073e7ace400,37ce5d3fee656256,352
https://adancorporate.com/en-uk/coaching/leadership-assessment.html,200,1,,text/html,Leadership Assessment | Adan Corporate,38,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1824,,no,,,en,"width=device-width, initial-scale=1",,7,0,206,8,0,8f6f2f31690215d8,a5811cdf6d1083ca,355
https://adancorporate.com/en-uk/m-and-a/index-sell-your-business.html,200,1,,text/html,Index - Sell your Business | Adan Corporate,43,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,632,,no,,,en,"width=device-width, initial-scale=1",,7,0,208,5,0,722a1d8ce9ab0e67,75f638748c10c919,311
https://adancorporate.com/en-uk/m-and-a/sell-your-business.html,200,1,,text/html,Sell Your Business M&A Sell-side | Adan Corporate,49,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2798,,no,,,en,"width=device-width, initial-scale=1",,21,0,242,22,0,b61543f2713bfd84,7b35abda647dc8f0,285
https://adancorporate.com/en-uk/m-and-a/manda-company-valuation.html,200,1,,text/html,Company Valuation | Adan Corporate,34,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1935,,no,,,en,"width=device-width, initial-scale=1",,13,0,220,15,0,8831952bc80b570b,82d6d1e49f94f1c9,286
https://adancorporate.com/en-uk/m-and-a/deal-strategy.html,200,1,,text/html,Deal Strategy | Adan Corporate,30,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2197,,no,,,en,"width=device-width, initial-scale=1",,17,0,238,18,0,ae5e617868311bc0,8876b3d0f5323374,309
https://adancorporate.com/en-uk/m-and-a/index-mergers.html,200,1,,text/html,Index - Mergers | Adan Corporate,32,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,624,,no,,,en,"width=device-width, initial-scale=1",,5,0,206,5,0,9734a345177ed86a,611b6262888d3cfb,295
https://adancorporate.com/en-uk/m-and-a/mergers.html,200,1,,text/html,Mergers | Adan Corporate,24,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2438,,no,,,en,"width=device-width, initial-scale=1",,16,0,237,17,0,a7bab48d5cdd0494,8c0be5d5e9821b95,287
https://adancorporate.com/en-uk/m-and-a/post-merger-integration-pmi.html,200,1,,text/html,Post-Merger Integration (PMI) | Adan Corporate,46,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2250,,no,,,en,"width=device-width, initial-scale=1",,17,0,238,18,0,22ea5573c4455210,dc047793da5459e9,347
https://adancorporate.com/en-uk/m-and-a/index-alliances-jvs-partnerships.html,200,1,,text/html,"Index - Alliances, JVs & Partnerships | Adan Corporate",54,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,625,,no,,,en,"width=device-width, initial-scale=1",,5,0,206,5,0,f5e3707052938f9f,aa1ff118ac54e459,326
https://adancorporate.com/en-uk/m-and-a/alliances.html,200,1,,text/html,Alliances | Adan Corporate,26,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1812,,no,,,en,"width=device-width, initial-scale=1",,10,0,232,12,0,6dcb65fa31dccaca,d2130fc3fcd35bf2,309
https://adancorporate.com/en-uk/m-and-a/joint-ventures.html,200,1,,text/html,Joint Ventures | Adan Corporate,31,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2068,,no,,,en,"width=device-width, initial-scale=1",,11,0,232,12,0,00db05e1b4ae8772,c8ec0966687ef350,287
https://adancorporate.com/en-uk/m-and-a/partnerships.html,200,1,,text/html,Partnerships | Adan Corporate,29,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,1932,,no,,,en,"width=device-width, initial-scale=1",,10,0,217,12,0,bd99cd5eac0f08d3,01959fbbb3cb1459,284
https://adancorporate.com/en-uk/strategy/index-strategy.html,200,1,,text/html,Index - Strategy | Adan Corporate,33,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,5,687,,no,,,en,"width=device-width, initial-scale=1",,24,0,225,5,0,53ec57ce8e0f74a5,15311a9f71f598fb,283
https://adancorporate.com/en-uk/strategy/index-strategy-and-planning.html,200,1,,text/html,Index - Strategy & Planning | Adan Corporate,44,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,634,,no,,,en,"width=device-width, initial-scale=1",,9,0,210,5,0,34935ac980272b04,ead452c1f7fdab76,278
https://adancorporate.com/en-uk/strategy/deal-strategy-and-planning.html,200,1,,text/html,Deal Strategy | Adan Corporate,30,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,2,2252,,no,,,en,"width=device-width, initial-scale=1",,18,0,239,19,0,bcbc6a671ac11c6e,164fcc2807c23a39,297
https://adancorporate.com/en-uk/strategy/business-strategy-and-planning.html,200,1,,text/html,Business Strategy | Adan Corporate,34,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1591,,no,,,en,"width=device-width, initial-scale=1",,12,0,212,14,0,239c057924abe636,a15deee33da76a49,331
https://adancorporate.com/en-uk/strategy/corporate-strategy-and-planning.html,200,1,,text/html,Corporate Strategy | Adan Corporate,35,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1545,,no,,,en,"width=device-width, initial-scale=1",,14,0,212,14,0,9e0cf2e071f984c2,25a2b3e3e668d79a,286
https://adancorporate.com/en-uk/strategy/growth-strategy-and-planning.html,200,1,,text/html,Growth Strategy | Adan Corporate,32,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1591,,no,,,en,"width=device-width, initial-scale=1",,12,0,211,13,0,f1845dc84d7ef4cb,77ea7d8ac4e6d036,324
https://adancorporate.com/en-uk/strategy/marketing-strategy-and-planning.html,200,1,,text/html,Marketing Strategy | Adan Corporate,35,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1706,,no,,,en,"width=device-width, initial-scale=1",,8,0,207,9,0,99ca252f6c297061,d8b84c08ac3824ce,283
https://adancorporate.com/en-uk/strategy/risk-strategy-and-planning.html,200,1,,text/html,Risk Management Strategy | Adan Corporate,41,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1592,,no,,,en,"width=device-width, initial-scale=1",,12,0,211,13,0,9281928bbe506e20,60d2f74c9e3f5c28,289
https://adancorporate.com/en-uk/strategy/international-expansion.html,200,1,,text/html,International Expansion | Adan Corporate,40,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1509,,no,,,en,"width=device-width, initial-scale=1",,10,0,209,11,0,178ee1b828f75afa,a5296c6f1bb21471,342
https://adancorporate.com/en-uk/strategy/index-strategy-services.html,200,1,,text/html,Index - Strategy Services | Adan Corporate,42,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,630,,no,,,en,"width=device-width, initial-scale=1",,7,0,208,5,0,b117cf0ec7b48516,27473b62209944e3,310
https://adancorporate.com/en-uk/strategy/geopolitical-strategy.html,200,1,,text/html,Geopolitical Strategy | Adan Corporate,38,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1532,,no,,,en,"width=device-width, initial-scale=1",,6,0,206,8,0,8b00c7fed2a15a30,6a341049f3e0a64f,453
https://adancorporate.com/en-uk/strategy/future-visioning.html,200,1,,text/html,Future Visioning | Adan Corporate,33,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1901,,no,,,en,"width=device-width, initial-scale=1",,9,0,206,8,0,def9e27d024442c8,970101fc986065a6,313
https://adancorporate.com/en-uk/strategy/index-ned-board-advisory.html,200,1,,text/html,Index - NED & Board Advisory | Adan Corporate,45,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,628,,no,,,en,"width=device-width, initial-scale=1",,5,0,206,5,0,df9d384550065b6e,7d53118d509336a4,322
https://adancorporate.com/en-uk/strategy/non-executive-directors-ned.html,200,1,,text/html,Non-Executive Directors (NED) | Adan Corporate,46,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,2162,,no,,,en,"width=device-width, initial-scale=1",,14,0,214,16,0,dd0d1627a738c514,26291ddb8008d276,347
https://adancorporate.com/en-uk/strategy/board-advisors.html,200,1,,text/html,Board Advisors | Adan Corporate,31,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,1828,,no,,,en,"width=device-width, initial-scale=1",,14,0,214,16,0,d78911a1ce22b41b,8db15c53b8cca0a2,301
https://adancorporate.com/en-uk/strategy/mentors.html,200,1,,text/html,Mentors | Adan Corporate,24,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,0,1104,,no,,,en,"width=device-width, initial-scale=1",,3,0,203,5,0,7611951ce84dac48,227fd90076fd8a1d,399
https://adancorporate.com/en-uk/strategy/index-interim-management.html,200,1,,text/html,Index - Interim Management | Adan Corporate,43,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,1,637,,no,,,en,"width=device-width, initial-scale=1",,9,0,210,5,0,b52c6e2055b135d6,754b78047ec5e8d4,364
https://adancorporate.com/en-uk/strategy/interim-ceo-managing-director.html,200,1,,text/html,Interim CFO | Adan Corporate,28,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,0,630,,no,,,en,"width=device-width, initial-scale=1",,3,0,203,5,0,5083ed6aa92bc6f6,83a326228ede07c0,355
https://adancorporate.com/en-uk/strategy/interim-cfo.html,200,1,,text/html,Interim CFO | Adan Corporate,28,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,0,630,,no,,,en,"width=device-width, initial-scale=1",,3,0,203,5,0,5083ed6aa92bc6f6,83a326228ede07c0,339
https://adancorporate.com/en-uk/strategy/interim-sales-head.html,200,1,,text/html,Interim CFO | Adan Corporate,28,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,0,630,,no,,,en,"width=device-width, initial-scale=1",,3,0,203,5,0,5083ed6aa92bc6f6,83a326228ede07c0,320
https://adancorporate.com/en-uk/strategy/interim-cmo.html,200,1,,text/html,Interim CFO | Adan Corporate,28,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,0,630,,no,,,en,"width=device-width, initial-scale=1",,3,0,203,5,0,5083ed6aa92bc6f6,83a326228ede07c0,355
https://adancorporate.com/en-uk/strategy/interim-coo.html,200,1,,text/html,Interim CFO | Adan Corporate,28,Adan Corporate provides a wide range of bespoke advisory services to small and medium sized enterprises at every step of the value creation journey.,148,,0,0,630,,no,,,en,"width=device-width, initial-scale=1",,3,0,203,5,0,5083ed6aa92bc6f6,83a326228ede07c0,285
