# adancorporate.com - consolidation redirect map
# Generated 16 September 2026 from the complete 569-page crawl (queue exhausted).
#
# ASSUMES HOST AND EXTENSION CANONICALISATION IS ALREADY APPLIED.
# Apply deliverables/htaccess-canonicalisation.txt FIRST. Apex host, https, .html only.
# No www column: www.adancorporate.com is 301'd host-wide before any rule here runs.
#
# action=301  permanent redirect to new_path
# action=410  Gone, no target. The 29 /industries/ pages were byte-identical unlinked
#             doorway content. Apache: RewriteRule ^en-uk/industries/ - [G,L]
# action=keep URL survives consolidation unchanged
# rule        which generator pattern matched, for audit
#
old_path,new_path,action,rule
/en-uk/industries/public-sector.html,,410,industries-gone
/en-uk/industries/real-estate.html,,410,industries-gone
/en-uk/industries/retail.html,,410,industries-gone
/en-uk/industries/semiconductors.html,,410,industries-gone
/en-uk/industries/social-sector.html,,410,industries-gone
/en-uk/industries/sovereign-investment-funds.html,,410,industries-gone
/en-uk/industries/technology.html,,410,industries-gone
/en-uk/industries/telecommunications.html,,410,industries-gone
/en-uk/industries/travel-transport-logistics.html,,410,industries-gone
/en-uk/m-and-a/alliances.html,/en-uk/m-and-a/joint-ventures-and-alliances.html,301,jv-alliances
/en-uk/m-and-a/buy-a-business.html,/en-uk/m-and-a/buy-side.html,301,buy-side
/en-uk/m-and-a/deal-strategy.html,/en-uk/m-and-a/deal-strategy.html,keep,deal-strategy
/en-uk/m-and-a/index-alliances-jvs-partnerships.html,/en-uk/m-and-a/joint-ventures-and-alliances.html,301,jv-alliances
/en-uk/m-and-a/index-buy-a-business.html,/en-uk/m-and-a/buy-side.html,301,buy-side
/en-uk/m-and-a/index-m-and-a.html,/en-uk/m-and-a/,301,ma-hub
/en-uk/m-and-a/index-mergers.html,/en-uk/m-and-a/post-merger-integration.html,301,pmi
/en-uk/m-and-a/index-sell-your-business.html,/en-uk/m-and-a/sell-side.html,301,sell-side
/en-uk/m-and-a/joint-ventures.html,/en-uk/m-and-a/joint-ventures-and-alliances.html,301,jv-alliances
/en-uk/m-and-a/leveraged-buy-outs-lbos.html,/en-uk/m-and-a/joint-ventures-and-alliances.html,301,jv-alliances
/en-uk/m-and-a/manda-company-valuation.html,/en-uk/m-and-a/company-valuation.html,301,valuation
/en-uk/m-and-a/manda-synergies.html,/en-uk/m-and-a/post-merger-integration.html,301,pmi
/en-uk/m-and-a/mbos-and-mbis.html,/en-uk/m-and-a/joint-ventures-and-alliances.html,301,jv-alliances
/en-uk/m-and-a/mergers.html,/en-uk/m-and-a/post-merger-integration.html,301,pmi
/en-uk/m-and-a/partnerships.html,/en-uk/m-and-a/joint-ventures-and-alliances.html,301,jv-alliances
/en-uk/m-and-a/post-merger-integration-pmi.html,/en-uk/m-and-a/post-merger-integration.html,301,pmi
/en-uk/m-and-a/sell-your-business.html,/en-uk/m-and-a/sell-side.html,301,sell-side
/en-uk/risk-management/business-continuity.html,/en-uk/risk/technology-risk-and-assurance.html,301,tech-risk-assurance
/en-uk/risk-management/cloud-risk.html,/en-uk/risk/operational-and-enterprise-risk.html,301,operational-enterprise
/en-uk/risk-management/credit-risk.html,/en-uk/risk/credit-market-and-treasury-risk.html,301,credit-market-treasury
/en-uk/risk-management/data-assurance.html,/en-uk/risk/technology-risk-and-assurance.html,301,tech-risk-assurance
/en-uk/risk-management/disaster-recovery-and-resilience.html,/en-uk/risk/technology-risk-and-assurance.html,301,tech-risk-assurance
/en-uk/risk-management/enterprise-risk-management.html,/en-uk/risk/operational-and-enterprise-risk.html,301,operational-enterprise
/en-uk/risk-management/erp-control-and-assurance.html,/en-uk/risk/technology-risk-and-assurance.html,301,tech-risk-assurance
/en-uk/risk-management/geopolitical-risk.html,/en-uk/strategy/decision-support.html,301,decision-support
/en-uk/risk-management/grc-governance-risk-and-compliance.html,/en-uk/risk/governance-sox-and-it-controls.html,301,governance-sox
/en-uk/risk-management/index-business-risk-management.html,/en-uk/risk/risk-strategy-and-framework.html,301,risk-strategy
/en-uk/risk-management/index-compliance-and-regulatory.html,/en-uk/risk/governance-sox-and-it-controls.html,301,governance-sox
/en-uk/risk-management/index-enterprise-risk.html,/en-uk/risk/operational-and-enterprise-risk.html,301,operational-enterprise
/en-uk/risk-management/index-financial-risk-management.html,/en-uk/risk/risk-strategy-and-framework.html,301,risk-strategy
/en-uk/risk-management/index-internal-audit.html,/en-uk/risk/internal-audit.html,301,internal-audit
/en-uk/risk-management/index-risk-management.html,/en-uk/risk/risk-strategy-and-framework.html,301,risk-strategy
/en-uk/risk-management/internal-audit.html,/en-uk/risk/internal-audit.html,301,internal-audit
/en-uk/risk-management/iso-27001.html,/en-uk/risk/technology-risk-and-assurance.html,301,tech-risk-assurance
/en-uk/risk-management/it-governance.html,/en-uk/risk/governance-sox-and-it-controls.html,301,governance-sox
/en-uk/risk-management/market-risk.html,/en-uk/risk/credit-market-and-treasury-risk.html,301,credit-market-treasury
/en-uk/risk-management/operational-risk.html,/en-uk/risk/operational-and-enterprise-risk.html,301,operational-enterprise
/en-uk/risk-management/regulatory-risk.html,/en-uk/risk/governance-sox-and-it-controls.html,301,governance-sox
/en-uk/risk-management/risk-management-for-pe-funds.html,/en-uk/risk/operational-and-enterprise-risk.html,301,operational-enterprise
/en-uk/risk-management/risk-management-for-smes.html,/en-uk/risk/operational-and-enterprise-risk.html,301,operational-enterprise
/en-uk/risk-management/risk-management-strategy.html,/en-uk/risk/risk-strategy-and-framework.html,301,risk-strategy
/en-uk/risk-management/risk-management-training.html,/en-uk/risk/risk-strategy-and-framework.html,301,risk-strategy
/en-uk/risk-management/risk-reporting.html,/en-uk/risk/risk-reporting-and-analytics.html,301,risk-reporting
/en-uk/risk-management/soc1-and-soc2.html,/en-uk/risk/technology-risk-and-assurance.html,301,tech-risk-assurance
/en-uk/risk-management/sox-advisory.html,/en-uk/risk/governance-sox-and-it-controls.html,301,governance-sox
/en-uk/risk-management/sox-implementation.html,/en-uk/risk/governance-sox-and-it-controls.html,301,governance-sox
/en-uk/risk-management/treasury-liquidity-risk.html,/en-uk/risk/credit-market-and-treasury-risk.html,301,credit-market-treasury
/en-uk/risk-management/vendor-risk.html,/en-uk/risk/technology-risk-and-assurance.html,301,tech-risk-assurance
/en-uk/startups/applied-entrepreneurship.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/startups/career-transition.html,/en-uk/coaching/career-transition.html,301,career-transition
/en-uk/startups/entrepreneurial-leadership-toolbox.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/startups/entrepreneurial-mindset-and-leadership.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/startups/entrepreneurship-for-engineers.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/startups/financing-entrepreneurial-ventures.html,/en-uk/corporate-finance/growth-capital.html,301,growth-capital
/en-uk/startups/index-entrepreneurship.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/startups/index-startup-financing.html,/en-uk/corporate-finance/growth-capital.html,301,growth-capital
/en-uk/startups/index-startups.html,/en-uk/corporate-finance/growth-capital.html,301,growth-capital
/en-uk/startups/index-transitioning.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/startups/innovation-from-concept-to-product.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/startups/managing-growing-businesses.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/startups/marketing-management.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/startups/startups-growth-capital.html,/en-uk/corporate-finance/growth-capital.html,301,growth-capital
/en-uk/startups/transitioning-into-an-entrepreneur.html,/en-uk/coaching/entrepreneur-programmes.html,301,entrepreneur-progs
/en-uk/strategy/board-advisors.html,/en-uk/strategy/non-executive-directors-and-board.html,301,ned-board
/en-uk/strategy/business-strategy-and-planning.html,/en-uk/strategy/corporate-and-business-strategy.html,301,corporate-strategy
/en-uk/strategy/corporate-strategy-and-planning.html,/en-uk/strategy/corporate-and-business-strategy.html,301,corporate-strategy
/en-uk/strategy/deal-strategy-and-planning.html,/en-uk/m-and-a/deal-strategy.html,301,deal-strategy
/en-uk/strategy/decision-facilitation.html,/en-uk/strategy/decision-support.html,301,decision-support
/en-uk/strategy/devil-s-advocate-and-red-teaming.html,/en-uk/strategy/decision-support.html,301,decision-support
/en-uk/strategy/future-visioning.html,/en-uk/strategy/decision-support.html,301,decision-support
/en-uk/strategy/geopolitical-strategy.html,/en-uk/strategy/decision-support.html,301,decision-support
/en-uk/strategy/growth-strategy-and-planning.html,/en-uk/strategy/growth-and-international-expansion.html,301,growth-international
/en-uk/strategy/index-executive-transition.html,/en-uk/strategy/corporate-and-business-strategy.html,301,corporate-strategy
/en-uk/strategy/index-interim-management.html,/en-uk/strategy/interim-management.html,301,interim
/en-uk/strategy/index-ned-board-advisory.html,/en-uk/strategy/non-executive-directors-and-board.html,301,ned-board
/en-uk/strategy/index-strategy-and-planning.html,/en-uk/strategy/corporate-and-business-strategy.html,301,corporate-strategy
/en-uk/strategy/index-strategy-services.html,/en-uk/strategy/corporate-and-business-strategy.html,301,corporate-strategy
/en-uk/strategy/index-strategy.html,/en-uk/strategy/corporate-and-business-strategy.html,301,corporate-strategy
/en-uk/strategy/interim-ceo-managing-director.html,/en-uk/strategy/interim-management.html,301,interim
/en-uk/strategy/interim-cfo.html,/en-uk/strategy/interim-management.html,301,interim
/en-uk/strategy/interim-cmo.html,/en-uk/strategy/interim-management.html,301,interim
/en-uk/strategy/interim-coo.html,/en-uk/strategy/interim-management.html,301,interim
/en-uk/strategy/interim-cro.html,/en-uk/strategy/interim-management.html,301,interim
/en-uk/strategy/interim-cto.html,/en-uk/strategy/interim-management.html,301,interim
/en-uk/strategy/interim-sales-head.html,/en-uk/strategy/interim-management.html,301,interim
/en-uk/strategy/international-expansion.html,/en-uk/strategy/growth-and-international-expansion.html,301,growth-international
/en-uk/strategy/marketing-strategy-and-planning.html,/en-uk/strategy/growth-and-international-expansion.html,301,growth-international
/en-uk/strategy/mentors.html,/en-uk/strategy/non-executive-directors-and-board.html,301,ned-board
/en-uk/strategy/non-executive-directors-ned.html,/en-uk/strategy/non-executive-directors-and-board.html,301,ned-board
/en-uk/strategy/pitch-preparation-king-s-speech.html,/en-uk/strategy/corporate-and-business-strategy.html,301,pitch-preparation
/en-uk/strategy/risk-strategy-and-planning.html,/en-uk/risk/risk-strategy-and-framework.html,301,risk-strategy
